# Sparvio 1.5.0 log file. Logging started at 12:51:02.973 UTC.
# Logged components:
# SKH1_70727633 (id=1): 
#   Serial number; 1886549555
#   App and version; 3; 3.008
# C (id=3): 
#   Serial number; 1851030050
#   App and version; 18; 2.007

Time (UTC); SKH1_70727633.pr; SKH1_70727633.bat; SKH1_70727633.temp; SKH1_70727633.rh; SKH1_70727633.lat; SKH1_70727633.lon; SKH1_70727633.alt; C.wspd; C.wdir; C.windU; C.windV; C.windW; C.temp; C.rh; C.pr; C.pitch; C.roll; C.heading
12:51:36.485; ; ; ; ; ; ; ; 1.16; 298; 1.0; -0.52; 0.24; 23.77; 65.4; 100420; 5.5; -17.8; 0
12:51:36.685; ; ; ; ; ; ; ; 1.2; 300; 1.01; -0.59; 0.3; 23.81; 65.2; 100420; 5.3; -18.1; 0
12:51:36.885; ; ; ; ; ; ; ; 1.36; 302; 1.15; -0.72; 0.1; 23.47; 66.5; 100420; 5.8; -18.3; 0
12:51:37.085; ; ; ; ; ; ; ; 1.44; 299; 1.26; -0.69; 0.07; 23.51; 66.3; 100420; 5.6; -17.9; 0
12:51:37.285; 100246; 7.332; 30.35; 31.84; 45.510445; 9.211933; 172.4; 1.34; 296; 1.19; -0.57; 0.19; 23.62; 66.0; 100419; 6.1; -17.8; 0
12:51:37.485; ; ; ; ; ; ; ; 1.53; 299; 1.34; -0.73; 0.15; 23.51; 66.2; 100420; 5.0; -17.1; 0
12:51:37.687; ; ; ; ; ; ; ; 1.4; 296; 1.24; -0.61; 0.21; 23.99; 64.4; 100420; 4.0; -14.4; 0
12:51:37.885; ; ; ; ; ; ; ; 0.95; 287; 0.85; -0.25; 0.34; 24.14; 63.8; 100421; 2.9; -12.9; 0
12:51:38.086; ; ; ; ; ; ; ; 1.02; 293; 0.92; -0.4; 0.21; 24.44; 62.6; 100421; 10.6; -14.7; 0
12:51:38.285; 100246; 7.388; 30.21; 31.98; 45.510455; 9.211918; 169.6; 1.04; 284; 0.95; -0.24; 0.33; 23.98; 64.4; 100423; 8.3; -16.4; 0
12:51:38.485; ; ; ; ; ; ; ; 1.23; 301; 1.04; -0.61; 0.23; 23.81; 65.1; 100420; 10.5; -18.7; 0
12:51:38.684; ; ; ; ; ; ; ; 1.42; 300; 1.21; -0.7; 0.21; 23.64; 65.6; 100420; 7.6; -19.3; 0
12:51:38.885; ; ; ; ; ; ; ; 1.06; 294; 0.94; -0.41; 0.27; 23.86; 64.7; 100420; 8.5; -19.8; 0
12:51:39.085; ; ; ; ; ; ; ; 1.3; 299; 1.11; -0.61; 0.3; 23.84; 64.7; 100419; 6.1; -20.3; 0
12:51:39.285; 100246; 7.28; 30.07; 32.1; 45.510448; 9.211896; 165.7; 1.37; 299; 1.16; -0.64; 0.34; 24.04; 63.8; 100421; 10.1; -18.2; 0
12:51:39.485; ; ; ; ; ; ; ; 1.28; 296; 1.13; -0.56; 0.22; 23.95; 64.2; 100422; 6.0; -14.0; 0
12:51:39.687; ; ; ; ; ; ; ; 1.15; 295; 1.01; -0.47; 0.3; 23.62; 65.4; 100422; 5.4; -18.2; 0
12:51:39.884; ; ; ; ; ; ; ; 1.36; 299; 1.16; -0.65; 0.24; 23.55; 65.7; 100421; 9.3; -19.5; 0
12:51:40.087; ; ; ; ; ; ; ; 1.32; 309; 1.02; -0.83; 0.04; 23.45; 66.1; 100421; 9.4; -13.0; 0
12:51:40.285; 100247; 7.333; 29.95; 32.25; 45.510433; 9.211873; 156.9; 1.35; 332; 0.63; -1.16; -0.25; 23.16; 67.1; 100421; 5.2; -16.8; 0
12:51:40.485; ; ; ; ; ; ; ; 0.89; 317; 0.61; -0.65; -0.02; 23.58; 65.4; 100420; 10.7; -13.6; 0
12:51:40.685; ; ; ; ; ; ; ; 0.96; 342; 0.29; -0.9; -0.14; 23.35; 66.2; 100419; 9.8; -12.2; 0
12:51:40.884; ; ; ; ; ; ; ; 0.83; 339; 0.3; -0.77; -0.12; 23.18; 66.9; 100421; 8.4; -14.5; 0
12:51:41.087; ; ; ; ; ; ; ; 0.79; 341; 0.25; -0.74; -0.14; 23.14; 67.1; 100420; 11.4; -17.2; 0
12:51:41.284; 100248; 7.333; 29.87; 32.2; 45.510436; 9.211875; 156.9; 0.68; 325; 0.38; -0.56; -0.03; 23.65; 65.0; 100421; 14.7; -19.9; 0
12:51:41.484; ; ; ; ; ; ; ; 1.02; 296; 0.9; -0.44; 0.2; 23.58; 65.3; 100420; 17.4; -22.6; 0
12:51:41.686; ; ; ; ; ; ; ; 1.29; 294; 1.12; -0.51; 0.4; 23.75; 64.5; 100421; 7.9; -12.2; 0
12:51:41.884; ; ; ; ; ; ; ; 1.6; 292; 1.45; -0.59; 0.33; 23.42; 65.8; 100420; 9.1; -6.8; 0
12:51:42.086; ; ; ; ; ; ; ; 1.11; 286; 1.04; -0.3; 0.27; 23.69; 64.5; 100421; 6.0; -11.6; 0
12:51:42.284; 100245; 7.332; 29.76; 32.31; 45.51045; 9.211871; 148.9; 0.92; 275; 0.89; -0.08; 0.19; 23.59; 65.1; 100422; 10.0; -16.4; 0
12:51:42.484; ; ; ; ; ; ; ; 1.16; 285; 1.06; -0.28; 0.36; 23.87; 64.0; 100420; 8.3; -18.0; 0
12:51:42.683; ; ; ; ; ; ; ; 1.27; 280; 1.16; -0.19; 0.49; 24.06; 63.3; 100422; 7.5; -10.7; 0
12:51:42.883; ; ; ; ; ; ; ; 0.82; 271; 0.7; -0.02; 0.42; 23.97; 63.5; 100421; 15.3; -6.2; 0
12:51:43.087; ; ; ; ; ; ; ; 1.73; 352; 0.25; -1.71; 0.01; 23.73; 64.5; 100419; 20.6; -2.3; 0
12:51:43.283; 100245; 7.339; 29.64; 32.35; 45.510421; 9.211808; 139.0; 0.48; 320; 0.27; -0.32; 0.23; 23.73; 64.5; 100419; 15.9; -11.3; 0
12:51:43.483; ; ; ; ; ; ; ; 0.66; 0; 0.0; -0.66; 0.06; 24.19; 62.7; 100419; 18.4; -11.5; 0
12:51:43.686; ; ; ; ; ; ; ; 0.28; 113; -0.23; 0.1; -0.1; 25.08; 59.3; 100420; 17.6; -14.4; 0
12:51:43.883; ; ; ; ; ; ; ; 0.66; 347; 0.15; -0.64; 0.0; 24.67; 60.8; 100421; 15.8; -17.2; 0
12:51:44.086; ; ; ; ; ; ; ; 0.52; 293; 0.48; -0.21; 0.0; 25.16; 59.1; 100419; 12.2; -14.8; 0
12:51:44.283; 100244; 7.34; 29.57; 32.65; 45.510405; 9.21184; 143.3; 0.54; 188; 0.07; 0.5; -0.19; 25.39; 58.3; 100419; 10.1; -13.7; 0
12:51:44.483; ; ; ; ; ; ; ; 0.58; 187; 0.07; 0.56; -0.14; 25.25; 58.6; 100419; 7.3; -11.6; 0
12:51:44.683; ; ; ; ; ; ; ; 0.09; 118; -0.08; 0.04; 0.01; 25.81; 56.7; 100419; 9.3; -14.0; 0
12:51:44.883; ; ; ; ; ; ; ; 0.18; 227; 0.13; 0.12; -0.03; 25.98; 56.0; 100418; 8.9; -15.6; 0
12:51:45.090; ; ; ; ; ; ; ; 0.59; 184; 0.04; 0.59; -0.09; 25.56; 57.5; 100417; 5.6; -15.4; 0
12:51:45.283; 100243; 7.314; 29.5; 33.06; 45.510418; 9.211843; 141.7; 0.54; 143; -0.32; 0.42; -0.14; 25.79; 56.8; 100419; 7.6; -20.1; 0
12:51:45.483; ; ; ; ; ; ; ; 1.02; 86; -1.01; -0.07; -0.03; 25.71; 57.1; 100418; 2.0; -17.9; 0
12:51:45.684; ; ; ; ; ; ; ; 0.4; 45; -0.27; -0.28; -0.09; 25.96; 56.2; 100417; 1.0; -16.5; 0
12:51:45.882; ; ; ; ; ; ; ; 0.53; 342; 0.14; -0.43; -0.27; 26.02; 56.0; 100419; -1.3; -15.0; 0
12:51:46.089; ; ; ; ; ; ; ; 0.54; 323; 0.28; -0.37; -0.27; 25.96; 56.2; 100420; -3.2; -10.4; 0
12:51:46.283; 100242; 7.326; 29.49; 33.28; 45.510413; 9.211853; 142.1; 0.72; 297; 0.62; -0.32; -0.16; 25.49; 57.7; 100418; -5.7; -3.9; 0
12:51:46.482; ; ; ; ; ; ; ; 0.47; 310; 0.36; -0.3; -0.04; 25.28; 58.5; 100418; -7.7; -1.8; 0
12:51:46.682; ; ; ; ; ; ; ; 0.5; 12; -0.09; -0.43; -0.23; 25.46; 57.8; 100418; -7.6; -0.9; 0
12:51:46.882; ; ; ; ; ; ; ; 0.51; 335; 0.21; -0.45; -0.13; 24.91; 59.7; 100419; -7.5; -1.3; 0
12:51:47.088; ; ; ; ; ; ; ; 0.34; 254; 0.21; 0.06; -0.26; 25.19; 58.8; 100417; -7.5; -0.5; 0
12:51:47.282; 100244; 7.393; 29.47; 33.72; 45.510416; 9.21191; 145.7; 0.36; 300; 0.13; -0.08; -0.33; 25.79; 56.6; 100418; -7.4; -1.1; 0
12:51:47.482; ; ; ; ; ; ; ; 0.79; 280; 0.78; -0.13; 0.07; 25.61; 57.4; 100417; -7.2; -0.7; 0
12:51:47.684; ; ; ; ; ; ; ; 0.4; 278; 0.4; -0.05; -0.01; 25.56; 57.4; 100417; -7.1; -0.8; 0
12:51:47.882; ; ; ; ; ; ; ; 0.25; 204; 0.1; 0.23; -0.03; 24.97; 59.4; 100418; -7.0; -0.8; 0
12:51:48.089; ; ; ; ; ; ; ; 0.92; 103; -0.9; 0.2; 0.04; 24.86; 59.8; 100417; -6.9; -0.9; 0
12:51:48.282; 100243; 7.315; 29.47; 33.78; 45.510415; 9.211993; 151.2; 1.24; 84; -1.22; -0.14; 0.12; 25.08; 59.0; 100416; -6.8; -0.8; 0
12:51:48.482; ; ; ; ; ; ; ; 0.54; 216; 0.3; 0.42; -0.18; 25.01; 59.4; 100417; -6.0; -2.3; 0
12:51:48.681; ; ; ; ; ; ; ; 0.47; 18; -0.14; -0.43; -0.11; 25.12; 58.9; 100417; -6.5; 3.5; 0
12:51:48.881; ; ; ; ; ; ; ; 0.54; 87; -0.51; -0.03; -0.18; 24.97; 59.4; 100416; -6.2; 5.9; 0
12:51:49.089; ; ; ; ; ; ; ; 0.81; 86; -0.81; -0.05; 0.08; 24.63; 60.6; 100417; -5.7; 5.2; 0
12:51:49.281; 100243; 7.352; 29.47; 33.8; 45.510385; 9.212093; 163.2; 0.85; 26; -0.36; -0.75; -0.18; 24.79; 59.9; 100418; 1.6; -1.6; 0
12:51:49.481; ; ; ; ; ; ; ; 1.27; 4; -0.09; -1.24; -0.29; 24.66; 60.5; 100419; 5.1; -10.3; 0
12:51:49.683; ; ; ; ; ; ; ; 1.41; 2; -0.04; -1.4; -0.03; 24.43; 61.5; 100417; 0.8; -6.5; 0
12:51:49.881; ; ; ; ; ; ; ; 1.74; 326; 0.97; -1.44; -0.06; 23.77; 63.8; 100419; 1.1; -3.3; 0
12:51:50.089; ; ; ; ; ; ; ; 1.68; 263; 1.66; 0.2; 0.2; 23.86; 63.5; 100419; 0.5; -3.3; 0
12:51:50.281; 100244; 7.335; 29.46; 33.92; 45.51034; 9.2122; 181.2; 1.67; 261; 1.64; 0.26; 0.1; 23.55; 64.7; 100421; -7.1; -4.9; 0
12:51:50.481; ; ; ; ; ; ; ; 1.21; 282; 1.13; -0.24; 0.37; 23.8; 63.5; 100421; -8.2; -1.2; 0
12:51:50.681; ; ; ; ; ; ; ; 1.23; 284; 1.12; -0.28; 0.43; 23.72; 64.0; 100421; -14.5; 0.1; 0
12:51:50.881; ; ; ; ; ; ; ; 1.38; 271; 1.33; -0.03; 0.38; 23.61; 64.5; 100421; -10.1; 12.3; 0
12:51:51.090; ; ; ; ; ; ; ; 1.37; 268; 1.37; 0.05; 0.02; 23.69; 64.1; 100422; -5.5; 12.5; 0
12:51:51.281; 100243; 7.343; 29.37; 33.73; 45.510326; 9.212076; 173.2; 1.47; 269; 1.46; 0.02; -0.11; 23.65; 64.2; 100419; -2.3; 17.6; 0
12:51:51.481; ; ; ; ; ; ; ; 1.2; 293; 1.1; -0.46; -0.16; 23.9; 63.2; 100419; -2.7; 19.6; 0
12:51:51.685; ; ; ; ; ; ; ; 0.87; 334; 0.38; -0.77; -0.15; 24.32; 61.7; 100420; -3.6; 22.2; 0
12:51:51.881; ; ; ; ; ; ; ; 0.65; 352; 0.09; -0.62; -0.17; 24.41; 61.2; 100419; -5.6; 22.3; 0
12:51:52.089; ; ; ; ; ; ; ; 0.76; 346; 0.19; -0.73; -0.06; 24.44; 61.2; 100419; -5.6; 23.3; 0
12:51:52.280; 100242; 7.334; 29.35; 33.52; 45.510331; 9.212088; 176.9; 0.61; 339; 0.22; -0.57; 0.04; 24.68; 60.3; 100420; -6.1; 22.3; 0
12:51:52.480; ; ; ; ; ; ; ; 0.78; 1; -0.01; -0.78; -0.06; 24.52; 60.8; 100420; -7.7; 21.7; 0
12:51:52.680; ; ; ; ; ; ; ; 1.39; 6; -0.15; -1.37; -0.2; 24.44; 61.2; 100418; -9.7; 17.1; 0
12:51:52.880; ; ; ; ; ; ; ; 1.22; 37; -0.74; -0.97; -0.05; 24.36; 61.4; 100418; -14.3; 7.6; 0
12:51:53.088; ; ; ; ; ; ; ; 0.58; 23; -0.22; -0.53; -0.06; 24.4; 61.2; 100419; -18.3; 4.3; 0
12:51:53.280; 100241; 7.325; 29.26; 33.53; 45.510368; 9.211951; 166.7; 1.06; 10; -0.19; -1.01; -0.25; 23.8; 63.5; 100419; -9.4; 9.4; 0
12:51:53.479; ; ; ; ; ; ; ; 0.94; 33; -0.5; -0.76; -0.24; 23.84; 63.4; 100419; 2.0; 4.4; 0
12:51:53.680; ; ; ; ; ; ; ; 2.45; 20; -0.85; -2.29; -0.12; 23.47; 64.7; 100419; 2.3; -0.7; 0
12:51:53.881; ; ; ; ; ; ; ; 2.51; 20; -0.87; -2.35; -0.06; 23.58; 64.4; 100418; 3.4; -3.2; 0
12:51:54.091; ; ; ; ; ; ; ; 2.08; 8; -0.29; -2.05; -0.19; 23.71; 63.9; 100418; 0.8; -4.6; 0
12:51:54.279; 100239; 7.323; 29.18; 33.44; 45.510363; 9.211981; 166.4; 2.17; 22; -0.8; -2.02; -0.05; 23.57; 64.4; 100418; -0.3; -3.6; 0
12:51:54.479; ; ; ; ; ; ; ; 1.21; 37; -0.73; -0.97; -0.09; 23.91; 63.1; 100418; -0.8; -3.3; 0
12:51:54.679; ; ; ; ; ; ; ; 0.91; 25; -0.38; -0.82; -0.12; 23.8; 63.5; 100419; -0.4; -2.6; 0
12:51:54.879; ; ; ; ; ; ; ; 1.15; 16; -0.31; -1.1; -0.17; 24.07; 62.5; 100418; -1.2; -3.9; 0
12:51:55.090; ; ; ; ; ; ; ; 0.48; 47; -0.33; -0.31; -0.15; 23.89; 63.2; 100418; -1.5; -2.8; 0
12:51:55.279; 100241; 7.358; 29.14; 33.7; 45.51037; 9.21194; 164.1; 0.96; 33; -0.52; -0.8; -0.11; 24.01; 62.8; 100419; -1.1; -2.7; 0
12:51:55.479; ; ; ; ; ; ; ; 0.98; 6; -0.11; -0.96; -0.15; 24.06; 62.7; 100420; -0.1; -0.2; 0
12:51:55.679; ; ; ; ; ; ; ; 0.95; 32; -0.5; -0.8; 0.09; 24.07; 62.6; 100420; -0.9; 1.8; 0
12:51:55.880; ; ; ; ; ; ; ; 0.95; 13; -0.22; -0.93; 0.03; 24.25; 62.0; 100420; -0.4; -1.3; 0
12:51:56.090; ; ; ; ; ; ; ; 1.1; 25; -0.47; -0.99; 0.06; 23.75; 64.0; 100420; 1.9; -7.4; 0
12:51:56.279; 100242; 7.316; 29.12; 34.0; 45.510341; 9.212001; 168.9; 0.95; 18; -0.29; -0.9; 0.09; 23.85; 63.5; 100420; 3.3; -13.7; 0
12:51:56.479; ; ; ; ; ; ; ; 0.58; 25; -0.24; -0.52; -0.07; 24.23; 62.2; 100422; 1.2; -10.3; 0
12:51:56.679; ; ; ; ; ; ; ; 0.72; 19; -0.24; -0.68; -0.05; 24.49; 61.2; 100420; 3.7; -10.7; 0
12:51:56.879; ; ; ; ; ; ; ; 0.69; 24; -0.28; -0.63; -0.03; 23.97; 63.3; 100420; 8.6; -14.0; 0
12:51:57.088; ; ; ; ; ; ; ; 0.98; 321; 0.6; -0.75; 0.22; 23.73; 64.0; 100421; 11.1; -12.9; 0
12:51:57.278; 100243; 7.313; 29.14; 34.36; 45.510343; 9.211986; 165.3; 0.62; 344; 0.17; -0.59; 0.11; 23.98; 63.2; 100420; 10.0; -13.1; 0
12:51:57.478; ; ; ; ; ; ; ; 1.15; 326; 0.64; -0.93; 0.22; 23.57; 64.8; 100420; 10.6; -11.3; 0
12:51:57.678; ; ; ; ; ; ; ; 0.97; 358; 0.04; -0.95; -0.18; 23.9; 63.7; 100420; -1.6; -10.0; 0
12:51:57.880; ; ; ; ; ; ; ; 0.51; 339; 0.18; -0.47; -0.12; 24.42; 61.5; 100422; -0.8; -9.9; 0
12:51:58.087; ; ; ; ; ; ; ; 0.43; 45; -0.27; -0.28; 0.18; 24.19; 62.5; 100421; 2.8; -9.4; 0
12:51:58.278; 100244; 7.338; 29.12; 34.69; 45.510386; 9.211946; 171.0; 0.46; 325; 0.26; -0.37; -0.08; 24.13; 62.8; 100420; -1.0; -7.9; 0
12:51:58.478; ; ; ; ; ; ; ; 1.08; 285; 1.02; -0.27; -0.2; 23.63; 64.7; 100419; -6.0; -13.2; 0
12:51:58.678; ; ; ; ; ; ; ; 0.98; 306; 0.78; -0.56; -0.19; 23.71; 64.3; 100420; -7.1; -7.1; 0
12:51:58.878; ; ; ; ; ; ; ; 0.76; 300; 0.65; -0.37; -0.16; 23.74; 64.2; 100421; -4.8; 1.4; 0
12:51:59.088; ; ; ; ; ; ; ; 0.62; 350; 0.11; -0.59; -0.15; 24.36; 62.0; 100420; -7.4; -1.5; 0
12:51:59.280; 100245; 7.318; 29.12; 34.6; 45.510428; 9.211871; 164.9; 0.57; 5; -0.05; -0.56; -0.09; 24.4; 61.8; 100421; -12.6; -6.6; 0
12:51:59.478; ; ; ; ; ; ; ; 0.34; 309; 0.26; -0.21; 0.03; 24.43; 61.6; 100421; -11.1; -4.8; 0
12:51:59.677; ; ; ; ; ; ; ; 0.6; 264; 0.59; 0.06; 0.09; 23.93; 63.6; 100422; -8.6; -4.0; 0
12:51:59.879; ; ; ; ; ; ; ; 0.1; 139; -0.06; 0.07; 0.0; 24.25; 62.3; 100422; -4.3; 2.7; 0
12:52:00.090; ; ; ; ; ; ; ; 0.2; 231; 0.12; 0.1; -0.12; 24.76; 60.4; 100424; 1.3; 6.1; 0
12:52:00.277; 100245; 7.34; 29.12; 34.48; 45.510431; 9.211835; 161.2; 0.58; 66; -0.52; -0.23; 0.05; 25.63; 57.5; 100425; 2.9; 8.1; 0
12:52:00.477; ; ; ; ; ; ; ; 0.68; 26; -0.3; -0.61; -0.01; 25.55; 57.7; 100426; 0.7; 1.1; 0
12:52:00.677; ; ; ; ; ; ; ; 0.18; 353; 0.02; -0.18; -0.02; 25.83; 56.7; 100426; 3.7; -1.2; 0
12:52:00.877; ; ; ; ; ; ; ; 0.13; 51; -0.1; -0.08; 0.01; 25.71; 57.1; 100426; 4.7; -2.9; 0
12:52:01.089; ; ; ; ; ; ; ; 0.49; 49; -0.37; -0.32; -0.05; 25.47; 58.0; 100426; 6.8; -7.1; 0
12:52:01.277; 100248; 7.367; 29.15; 34.73; 45.51043; 9.211773; 159.7; 0.63; 36; -0.36; -0.51; -0.07; 24.83; 60.2; 100426; 3.8; -7.2; 0
12:52:01.477; ; ; ; ; ; ; ; 0.88; 30; -0.43; -0.76; -0.13; 24.12; 62.9; 100426; 3.9; -7.6; 0
12:52:01.677; ; ; ; ; ; ; ; 0.82; 33; -0.44; -0.69; -0.1; 24.21; 62.5; 100425; 2.5; -7.1; 0
12:52:01.879; ; ; ; ; ; ; ; 0.78; 27; -0.35; -0.69; -0.08; 24.15; 62.6; 100425; 2.8; -6.7; 0
12:52:02.086; ; ; ; ; ; ; ; 0.74; 11; -0.14; -0.69; -0.23; 24.66; 60.7; 100426; 2.7; -7.1; 0
12:52:02.277; 100249; 7.275; 29.18; 34.93; 45.510433; 9.211728; 157.0; 0.49; 13; -0.11; -0.47; -0.09; 25.03; 59.5; 100426; 2.8; -6.9; 0
12:52:02.476; ; ; ; ; ; ; ; 0.67; 29; -0.32; -0.59; -0.07; 24.68; 60.6; 100424; 2.7; -6.9; 0
12:52:02.676; ; ; ; ; ; ; ; 0.81; 25; -0.34; -0.73; -0.12; 24.71; 60.7; 100426; 2.7; -7.0; 0
12:52:02.876; ; ; ; ; ; ; ; 0.83; 21; -0.29; -0.76; -0.19; 25.23; 58.8; 100426; 2.7; -6.6; 0
12:52:03.094; ; ; ; ; ; ; ; 0.83; 19; -0.27; -0.78; -0.14; 25.01; 59.5; 100424; 2.6; -7.4; 0
12:52:03.276; 100248; 7.338; 29.18; 35.04; 45.510426; 9.211773; 158.0; 0.49; 52; -0.39; -0.3; -0.03; 25.8; 56.9; 100425; 2.8; -6.6; 0
12:52:03.476; ; ; ; ; ; ; ; 0.82; 41; -0.54; -0.61; -0.05; 24.89; 60.0; 100425; 2.5; -7.3; 0
12:52:03.676; ; ; ; ; ; ; ; 1.42; 20; -0.48; -1.33; -0.06; 24.39; 61.8; 100426; 2.8; -6.7; 0
12:52:03.878; ; ; ; ; ; ; ; 2.24; 358; 0.07; -2.23; -0.14; 23.28; 66.2; 100424; 2.7; -7.1; 0
12:52:04.090; ; ; ; ; ; ; ; 2.55; 345; 0.64; -2.47; 0.03; 23.18; 66.5; 100424; 2.7; -7.0; 0
12:52:04.286; 100248; 7.32; 29.15; 35.06; 45.510421; 9.21177; 154.0; 2.14; 344; 0.6; -2.05; -0.09; 23.21; 66.4; 100424; 2.7; -6.8; 0
12:52:04.485; ; ; ; ; ; ; ; 2.11; 348; 0.45; -2.06; -0.03; 23.15; 66.6; 100424; 2.7; -7.1; 0
12:52:04.686; ; ; ; ; ; ; ; 2.02; 358; 0.06; -2.01; -0.03; 23.13; 66.8; 100425; 2.8; -6.7; 0
12:52:04.885; ; ; ; ; ; ; ; 1.82; 3; -0.11; -1.82; -0.06; 23.17; 66.5; 100425; 2.7; -7.2; 0
12:52:05.101; ; ; ; ; ; ; ; 2.07; 6; -0.23; -2.05; -0.07; 23.36; 65.9; 100425; 2.7; -6.7; 0
12:52:05.285; 100248; 7.349; 29.08; 34.87; 45.510405; 9.211755; 155.1; 2.65; 359; 0.04; -2.65; -0.05; 23.25; 66.3; 100423; 3.3; -5.9; 0
12:52:05.485; ; ; ; ; ; ; ; 2.53; 357; 0.13; -2.53; -0.04; 23.48; 65.3; 100425; 11.2; -4.6; 0
12:52:05.685; ; ; ; ; ; ; ; 2.45; 359; 0.03; -2.45; -0.14; 23.21; 66.3; 100424; 10.0; -4.5; 0
12:52:05.887; ; ; ; ; ; ; ; 2.22; 1; -0.04; -2.22; -0.05; 23.25; 66.1; 100424; 10.1; -4.6; 0
12:52:06.101; ; ; ; ; ; ; ; 1.23; 359; 0.02; -1.23; -0.01; 23.38; 65.4; 100424; 10.2; -4.5; 0
12:52:06.285; 100247; 7.377; 29.0; 34.79; 45.510378; 9.211863; 159.7; 1.53; 1; -0.03; -1.53; -0.09; 23.27; 65.8; 100423; 10.0; -4.5; 0
12:52:06.485; ; ; ; ; ; ; ; 1.96; 353; 0.24; -1.95; -0.04; 23.26; 65.8; 100425; 10.0; -4.5; 0
12:52:06.685; ; ; ; ; ; ; ; 1.71; 1; -0.02; -1.7; -0.23; 22.78; 67.7; 100424; 10.1; -4.5; 0
12:52:06.885; ; ; ; ; ; ; ; 1.79; 358; 0.05; -1.76; -0.35; 22.81; 67.5; 100424; 10.1; -4.6; 0
12:52:07.101; ; ; ; ; ; ; ; 1.81; 342; 0.54; -1.68; -0.4; 23.15; 66.1; 100424; 10.2; -4.4; 0
12:52:07.285; 100245; 7.318; 28.88; 34.85; 45.510418; 9.21173; 151.6; 0.92; 320; 0.59; -0.7; -0.09; 23.74; 63.8; 100424; 10.0; -4.7; 0
12:52:07.485; ; ; ; ; ; ; ; 0.6; 332; 0.28; -0.52; -0.09; 23.84; 63.4; 100424; 10.1; -4.3; 0
12:52:07.684; ; ; ; ; ; ; ; 0.34; 30; -0.16; -0.27; -0.13; 24.38; 61.2; 100423; 10.0; -4.7; 0
12:52:07.886; ; ; ; ; ; ; ; 0.63; 43; -0.41; -0.45; -0.14; 24.1; 62.2; 100423; 10.1; -4.4; 0
12:52:08.102; ; ; ; ; ; ; ; 0.83; 24; -0.34; -0.76; -0.03; 23.96; 62.7; 100424; 10.0; -4.6; 0
12:52:08.286; 100246; 7.353; 28.8; 34.53; 45.510431; 9.21172; 150.6; 0.32; 124; -0.23; 0.16; -0.14; 23.87; 63.0; 100423; 10.0; -4.5; 0
12:52:08.484; ; ; ; ; ; ; ; 0.31; 27; -0.14; -0.27; 0.05; 24.03; 62.3; 100424; 10.0; -4.4; 0
12:52:08.684; ; ; ; ; ; ; ; 0.69; 1; -0.02; -0.69; -0.05; 24.36; 61.3; 100425; 10.0; -4.6; 0
12:52:08.884; ; ; ; ; ; ; ; 0.17; 83; -0.14; -0.02; -0.09; 24.75; 59.8; 100424; 10.1; -4.3; 0
12:52:09.101; ; ; ; ; ; ; ; 0.45; 196; 0.12; 0.42; -0.13; 24.52; 60.5; 100425; 10.0; -4.7; 0
12:52:09.284; 100247; 7.342; 28.73; 34.41; 45.510411; 9.211706; 152.4; 0.58; 207; 0.25; 0.5; -0.14; 24.26; 61.5; 100423; 10.0; -4.3; 0
12:52:09.484; ; ; ; ; ; ; ; 0.17; 41; -0.11; -0.12; -0.06; 26.11; 55.1; 100423; 10.0; -4.6; 0
12:52:09.684; ; ; ; ; ; ; ; 0.57; 95; -0.57; 0.05; 0.03; 27.01; 52.3; 100425; 10.2; -4.5; 0
12:52:09.885; ; ; ; ; ; ; ; 0.62; 80; -0.61; -0.11; -0.02; 26.15; 55.0; 100425; 9.9; -4.5; 0
12:52:10.102; ; ; ; ; ; ; ; 1.1; 80; -1.08; -0.19; 0.01; 25.67; 56.6; 100425; 9.6; -4.4; 0
12:52:10.284; 100247; 7.334; 28.71; 34.3; 45.510456; 9.211508; 139.5; 1.41; 87; -1.4; -0.07; 0.13; 25.11; 58.5; 100423; 9.7; -4.5; 0
12:52:10.483; ; ; ; ; ; ; ; 1.24; 97; -1.22; 0.14; 0.14; 25.36; 57.6; 100425; 9.6; -4.4; 0
12:52:10.683; ; ; ; ; ; ; ; 1.1; 98; -1.08; 0.16; 0.12; 26.12; 55.2; 100424; 9.6; -4.4; 0
12:52:10.883; ; ; ; ; ; ; ; 1.44; 92; -1.43; 0.06; 0.09; 25.84; 56.0; 100424; 9.7; -4.4; 0
12:52:11.102; ; ; ; ; ; ; ; 1.6; 87; -1.6; -0.08; 0.09; 25.77; 56.3; 100425; 9.6; -4.5; 0
12:52:11.283; 100248; 7.324; 28.66; 34.42; 45.510451; 9.211485; 142.1; 1.37; 83; -1.36; -0.16; -0.08; 24.95; 59.1; 100425; 9.7; -4.3; 0
12:52:11.483; ; ; ; ; ; ; ; 1.02; 91; -1.02; 0.02; 0.06; 25.34; 57.7; 100425; 9.6; -4.6; 0
12:52:11.683; ; ; ; ; ; ; ; 1.35; 98; -1.33; 0.19; 0.03; 24.94; 59.1; 100424; 9.7; -4.3; 0
12:52:11.885; ; ; ; ; ; ; ; 1.52; 85; -1.52; -0.14; 0.06; 24.85; 59.5; 100425; 9.6; -4.6; 0
12:52:12.105; ; ; ; ; ; ; ; 1.26; 77; -1.23; -0.28; 0.03; 24.96; 59.2; 100425; 9.7; -4.4; 0
