# Sparvio 1.5.0 log file. Logging started at 12:51:02.973 UTC.
# Logged components:
# SKH1_70727633 (id=1): 
#   Serial number; 1886549555
#   App and version; 3; 3.008
# C (id=3): 
#   Serial number; 1851030050
#   App and version; 18; 2.007

Time (UTC); SKH1_70727633.pr; SKH1_70727633.bat; SKH1_70727633.temp; SKH1_70727633.rh; SKH1_70727633.lat; SKH1_70727633.lon; SKH1_70727633.alt; C.wspd; C.wdir; C.windU; C.windV; C.windW; C.temp; C.rh; C.pr; C.pitch; C.roll; C.heading
12:55:42.485; ; ; ; ; ; ; ; 0.76; 284; 0.74; -0.18; 0.04; 24.24; 71.0; 100427; 1.3; -9.3; 0
12:55:42.684; ; ; ; ; ; ; ; 0.35; 268; 0.34; 0.01; -0.07; 25.08; 67.7; 100428; 1.3; -9.3; 0
12:55:42.884; ; ; ; ; ; ; ; 0.22; 64; -0.18; -0.09; -0.07; 26.31; 62.8; 100428; 1.3; -9.3; 0
12:55:43.085; ; ; ; ; ; ; ; 0.19; 66; -0.18; -0.08; -0.02; 26.79; 61.0; 100428; 1.3; -9.3; 0
12:55:43.284; 100240; 7.368; 32.86; 26.81; 45.510293; 9.211775; 171.6; 0.32; 87; -0.3; -0.01; -0.09; 26.3; 62.9; 100427; 1.3; -9.3; 0
12:55:43.484; ; ; ; ; ; ; ; 0.1; 50; -0.04; -0.03; -0.09; 26.25; 63.2; 100427; 1.3; -9.3; 0
12:55:43.686; ; ; ; ; ; ; ; 0.69; 275; 0.67; -0.06; 0.15; 24.73; 68.9; 100428; 1.2; -9.3; 0
12:55:43.884; ; ; ; ; ; ; ; 0.9; 247; 0.82; 0.34; 0.16; 23.95; 72.2; 100427; 1.3; -9.3; 0
12:55:44.084; ; ; ; ; ; ; ; 0.85; 253; 0.81; 0.25; 0.06; 23.85; 72.7; 100426; 1.3; -9.3; 0
12:55:44.284; 100237; 7.334; 32.8; 26.91; 45.510306; 9.211641; 166.1; 1.13; 250; 1.06; 0.39; -0.06; 23.39; 74.7; 100426; 1.3; -9.3; 0
12:55:44.484; ; ; ; ; ; ; ; 0.77; 254; 0.74; 0.21; 0.04; 23.82; 73.0; 100426; 1.3; -9.3; 0
12:55:44.684; ; ; ; ; ; ; ; 1.02; 247; 0.94; 0.4; -0.02; 23.5; 74.3; 100426; 1.3; -9.3; 0
12:55:44.884; ; ; ; ; ; ; ; 0.99; 258; 0.96; 0.21; 0.12; 23.26; 75.4; 100426; 1.3; -9.3; 0
12:55:45.085; ; ; ; ; ; ; ; 1.03; 237; 0.84; 0.55; 0.21; 23.09; 76.2; 100427; 1.3; -9.3; 0
12:55:45.284; 100238; 7.283; 32.69; 26.9; 45.510286; 9.211626; 174.5; 1.31; 252; 1.24; 0.4; 0.16; 22.96; 76.9; 100426; 1.3; -9.3; 0
12:55:45.484; ; ; ; ; ; ; ; 1.61; 242; 1.41; 0.73; 0.3; 22.76; 77.9; 100426; 1.3; -9.3; 0
12:55:45.685; ; ; ; ; ; ; ; 1.64; 244; 1.44; 0.71; 0.32; 22.78; 77.9; 100425; 1.3; -9.3; 0
12:55:45.884; ; ; ; ; ; ; ; 1.51; 251; 1.38; 0.48; 0.42; 22.92; 77.2; 100425; 1.3; -9.3; 0
12:55:46.085; ; ; ; ; ; ; ; 1.64; 244; 1.47; 0.7; 0.13; 22.4; 79.7; 100427; 1.3; -9.3; 0
12:55:46.283; 100239; 7.341; 32.42; 26.93; 45.510276; 9.211633; 176.9; 1.2; 252; 1.08; 0.36; 0.38; 22.94; 77.2; 100425; 1.3; -9.3; 0
12:55:46.483; ; ; ; ; ; ; ; 0.71; 240; 0.61; 0.35; 0.09; 23.76; 73.4; 100425; 1.3; -9.3; 0
12:55:46.683; ; ; ; ; ; ; ; 0.39; 309; 0.3; -0.25; 0.02; 25.07; 67.9; 100425; 1.3; -9.3; 0
12:55:46.883; ; ; ; ; ; ; ; 0.32; 315; 0.22; -0.22; -0.06; 25.71; 65.6; 100425; 1.3; -9.3; 0
12:55:47.085; ; ; ; ; ; ; ; 0.58; 269; 0.58; 0.01; -0.09; 24.56; 70.1; 100426; 1.3; -9.3; 0
12:55:47.283; 100237; 7.307; 32.42; 27.03; 45.5103; 9.211525; 178.1; 0.31; 215; 0.16; 0.24; -0.11; 25.32; 67.0; 100425; 1.3; -9.3; 0
12:55:47.483; ; ; ; ; ; ; ; 0.22; 111; -0.13; 0.05; -0.17; 25.34; 66.9; 100426; 1.3; -9.3; 0
12:55:47.685; ; ; ; ; ; ; ; 0.13; 73; -0.08; -0.02; -0.11; 24.9; 68.7; 100426; 1.3; -9.3; 0
12:55:47.883; ; ; ; ; ; ; ; 0.41; 255; 0.4; 0.1; -0.05; 24.8; 69.1; 100427; 1.3; -9.3; 0
12:55:48.085; ; ; ; ; ; ; ; 0.55; 236; 0.46; 0.31; -0.03; 23.95; 72.6; 100426; 1.3; -9.3; 0
12:55:48.283; 100238; 7.303; 32.34; 27.2; 45.510293; 9.211476; 175.7; 0.13; 191; 0.02; 0.11; 0.06; 24.35; 71.1; 100426; 1.3; -9.3; 0
12:55:48.483; ; ; ; ; ; ; ; 0.52; 149; -0.26; 0.45; -0.04; 24.32; 71.2; 100426; 1.3; -9.3; 0
12:55:48.683; ; ; ; ; ; ; ; 0.34; 116; -0.3; 0.15; -0.08; 24.21; 71.7; 100424; 1.3; -9.3; 0
12:55:48.882; ; ; ; ; ; ; ; 0.49; 243; 0.43; 0.22; -0.05; 23.72; 73.8; 100426; 1.3; -9.3; 0
12:55:49.084; ; ; ; ; ; ; ; 0.45; 292; 0.41; -0.16; 0.09; 24.32; 71.3; 100425; 1.3; -9.3; 0
12:55:49.282; 100237; 7.318; 32.28; 27.32; 45.510273; 9.211553; 180.8; 0.51; 286; 0.49; -0.14; 0.02; 24.16; 71.8; 100426; 1.3; -9.3; 0
12:55:49.482; ; ; ; ; ; ; ; 0.83; 249; 0.78; 0.29; -0.03; 23.19; 76.3; 100425; 1.3; -9.3; 0
12:55:49.684; ; ; ; ; ; ; ; 0.47; 288; 0.44; -0.14; -0.02; 23.59; 74.5; 100426; 1.3; -9.3; 0
12:55:49.882; ; ; ; ; ; ; ; 0.6; 252; 0.57; 0.19; 0.02; 23.8; 73.6; 100426; 1.3; -9.3; 0
12:55:50.084; ; ; ; ; ; ; ; 0.52; 252; 0.5; 0.16; 0.0; 23.81; 73.5; 100426; 1.3; -9.3; 0
12:55:50.282; 100238; 7.359; 32.22; 27.41; 45.510278; 9.211543; 185.7; 0.32; 167; -0.06; 0.26; 0.17; 23.82; 73.5; 100426; 1.3; -9.3; 0
12:55:50.482; ; ; ; ; ; ; ; 0.42; 164; -0.11; 0.38; 0.14; 23.43; 75.3; 100425; 1.3; -9.3; 0
12:55:50.682; ; ; ; ; ; ; ; 0.98; 119; -0.86; 0.48; 0.05; 23.12; 76.8; 100426; 1.3; -9.3; 0
12:55:50.882; ; ; ; ; ; ; ; 0.83; 102; -0.8; 0.17; 0.18; 23.34; 75.7; 100425; 1.3; -9.3; 0
12:55:51.086; ; ; ; ; ; ; ; 1.09; 122; -0.91; 0.58; 0.14; 23.3; 75.8; 100424; 1.3; -9.3; 0
12:55:51.284; 100237; 7.285; 31.93; 27.53; 45.510291; 9.211521; 183.0; 1.03; 128; -0.8; 0.62; 0.2; 23.03; 77.2; 100425; 1.3; -9.3; 0
12:55:51.482; ; ; ; ; ; ; ; 0.71; 200; 0.24; 0.66; 0.13; 23.36; 75.7; 100424; 1.3; -9.3; 0
12:55:51.684; ; ; ; ; ; ; ; 1.22; 228; 0.91; 0.81; 0.14; 22.96; 77.5; 100424; 1.3; -9.3; 0
12:55:51.882; ; ; ; ; ; ; ; 1.58; 215; 0.85; 1.22; 0.52; 22.79; 78.4; 100423; 1.3; -9.3; 0
12:55:52.085; ; ; ; ; ; ; ; 1.57; 203; 0.61; 1.43; 0.22; 22.76; 78.6; 100425; 1.3; -9.3; 0
12:55:52.282; 100237; 7.302; 31.59; 27.63; 45.510278; 9.211571; 180.3; 1.33; 175; -0.1; 1.31; 0.21; 22.59; 79.4; 100424; 1.3; -9.3; 0
12:55:52.481; ; ; ; ; ; ; ; 1.52; 186; 0.17; 1.49; 0.23; 22.97; 77.4; 100425; 1.3; -9.3; 0
12:55:52.681; ; ; ; ; ; ; ; 1.83; 198; 0.56; 1.74; 0.06; 22.99; 77.4; 100425; 1.3; -9.3; 0
12:55:52.881; ; ; ; ; ; ; ; 1.57; 208; 0.74; 1.37; 0.15; 23.09; 76.9; 100425; 1.3; -9.3; 0
12:55:53.084; ; ; ; ; ; ; ; 1.5; 209; 0.72; 1.31; 0.1; 22.92; 77.8; 100425; 1.3; -9.3; 0
12:55:53.281; 100238; 7.32; 31.32; 27.81; 45.510265; 9.211653; 181.3; 1.42; 192; 0.3; 1.39; 0.0; 22.85; 78.1; 100426; 1.3; -9.3; 0
12:55:53.481; ; ; ; ; ; ; ; 1.05; 190; 0.19; 1.03; -0.04; 22.78; 78.4; 100428; 1.3; -9.3; 0
12:55:53.684; ; ; ; ; ; ; ; 0.91; 205; 0.38; 0.83; -0.05; 23.14; 76.7; 100426; 1.3; -9.3; 0
12:55:53.881; ; ; ; ; ; ; ; 1.31; 186; 0.13; 1.3; -0.1; 22.69; 78.7; 100426; 1.3; -9.3; 0
12:55:54.082; ; ; ; ; ; ; ; 1.38; 184; 0.09; 1.36; -0.2; 22.34; 80.6; 100426; 1.3; -9.3; 0
12:55:54.281; 100241; 7.343; 31.15; 28.03; 45.510283; 9.211618; 177.6; 1.5; 186; 0.14; 1.48; -0.24; 22.03; 81.9; 100425; 1.3; -9.3; 0
12:55:54.481; ; ; ; ; ; ; ; 2.06; 191; 0.39; 2.01; -0.2; 22.2; 81.1; 100425; 1.3; -9.3; 0
12:55:54.681; ; ; ; ; ; ; ; 2.18; 201; 0.78; 2.04; -0.05; 22.26; 80.7; 100425; 1.3; -9.3; 0
12:55:54.881; ; ; ; ; ; ; ; 2.16; 201; 0.77; 2.02; -0.04; 22.27; 80.8; 100425; 1.3; -9.3; 0
12:55:55.082; ; ; ; ; ; ; ; 1.83; 217; 1.1; 1.45; 0.19; 22.29; 80.7; 100425; 1.3; -9.3; 0
12:55:55.281; 100240; 7.347; 30.88; 28.31; 45.510291; 9.211633; 174.4; 1.88; 220; 1.21; 1.43; 0.18; 22.37; 80.3; 100424; 1.3; -9.3; 0
12:55:55.481; ; ; ; ; ; ; ; 1.79; 214; 0.99; 1.49; 0.11; 22.36; 80.5; 100425; 1.3; -9.3; 0
12:55:55.681; ; ; ; ; ; ; ; 1.38; 216; 0.82; 1.11; 0.09; 22.4; 80.2; 100424; 1.3; -9.3; 0
12:55:55.882; ; ; ; ; ; ; ; 0.75; 181; 0.02; 0.74; 0.12; 22.92; 77.7; 100424; 1.3; -9.2; 0
12:55:56.082; ; ; ; ; ; ; ; 0.73; 174; -0.08; 0.7; 0.21; 22.86; 77.9; 100427; 1.3; -9.3; 0
12:55:56.280; 100240; 7.318; 30.71; 28.52; 45.510285; 9.211585; 183.1; 0.92; 180; 0.0; 0.91; 0.15; 22.63; 78.8; 100426; 1.3; -9.3; 0
12:55:56.480; ; ; ; ; ; ; ; 0.99; 180; 0.0; 0.98; 0.07; 22.7; 78.7; 100426; 1.3; -9.3; 0
12:55:56.680; ; ; ; ; ; ; ; 1.0; 179; -0.01; 0.99; 0.13; 22.72; 78.5; 100424; 1.3; -9.3; 0
12:55:56.880; ; ; ; ; ; ; ; 0.88; 181; 0.02; 0.87; 0.07; 22.83; 77.9; 100426; 1.3; -9.3; 0
12:55:57.082; ; ; ; ; ; ; ; 0.91; 191; 0.17; 0.88; 0.13; 22.88; 77.6; 100426; 1.3; -9.3; 0
12:55:57.280; 100239; 7.348; 30.47; 28.82; 45.510288; 9.211408; 189.7; 1.06; 151; -0.5; 0.91; 0.17; 23.09; 76.9; 100425; 1.3; -9.3; 0
12:55:57.481; ; ; ; ; ; ; ; 1.33; 156; -0.53; 1.22; 0.08; 22.98; 77.2; 100426; 1.3; -9.2; 0
12:55:57.680; ; ; ; ; ; ; ; 1.2; 178; -0.03; 1.19; 0.1; 22.89; 77.8; 100426; 1.3; -9.3; 0
12:55:57.882; ; ; ; ; ; ; ; 1.22; 185; 0.11; 1.21; 0.09; 22.86; 77.7; 100425; 1.3; -9.3; 0
12:55:58.081; ; ; ; ; ; ; ; 1.17; 182; 0.05; 1.17; 0.08; 22.99; 77.3; 100426; 1.3; -9.3; 0
12:55:58.280; 100240; 7.297; 30.28; 29.11; 45.510283; 9.211343; 190.2; 1.01; 171; -0.16; 0.99; 0.11; 23.01; 77.2; 100425; 1.3; -9.3; 0
12:55:58.480; ; ; ; ; ; ; ; 0.82; 175; -0.07; 0.8; 0.16; 23.14; 76.7; 100426; 1.3; -9.3; 0
12:55:58.679; ; ; ; ; ; ; ; 0.95; 206; 0.4; 0.83; 0.22; 22.92; 77.6; 100425; 1.3; -9.3; 0
12:55:58.879; ; ; ; ; ; ; ; 1.0; 218; 0.6; 0.78; 0.18; 22.83; 78.1; 100425; 1.3; -9.3; 0
12:55:59.079; ; ; ; ; ; ; ; 1.13; 194; 0.28; 1.07; 0.25; 22.94; 77.4; 100425; 1.3; -9.3; 0
12:55:59.279; 100239; 7.332; 30.15; 29.42; 45.510275; 9.211445; 190.5; 1.2; 189; 0.18; 1.16; 0.26; 22.92; 77.7; 100426; 1.3; -9.3; 0
12:55:59.479; ; ; ; ; ; ; ; 1.34; 188; 0.18; 1.32; 0.1; 22.78; 78.5; 100427; 1.3; -9.3; 0
12:55:59.679; ; ; ; ; ; ; ; 1.24; 186; 0.14; 1.23; 0.0; 22.8; 78.3; 100426; 1.3; -9.3; 0
12:55:59.881; ; ; ; ; ; ; ; 1.28; 185; 0.1; 1.28; 0.0; 22.73; 78.6; 100427; 1.3; -9.3; 0
12:56:00.079; ; ; ; ; ; ; ; 1.31; 195; 0.34; 1.27; -0.05; 22.84; 78.0; 100427; 1.3; -9.3; 0
12:56:00.279; 100239; 7.344; 30.04; 29.73; 45.510271; 9.211483; 184.2; 1.28; 187; 0.16; 1.27; 0.04; 23.34; 75.7; 100427; 1.2; -9.2; 0
12:56:00.479; ; ; ; ; ; ; ; 0.93; 180; 0.01; 0.91; 0.15; 23.64; 74.3; 100426; 1.3; -9.3; 0
12:56:00.679; ; ; ; ; ; ; ; 1.23; 174; -0.13; 1.22; 0.11; 23.63; 74.4; 100426; 1.3; -9.3; 0
12:56:00.879; ; ; ; ; ; ; ; 1.08; 172; -0.14; 1.06; 0.12; 23.68; 74.3; 100425; 1.3; -9.3; 0
12:56:01.080; ; ; ; ; ; ; ; 1.22; 177; -0.06; 1.22; 0.14; 23.76; 73.9; 100426; 1.3; -9.3; 0
12:56:01.281; 100240; 7.3; 29.92; 29.97; 45.510276; 9.211361; 194.0; 1.05; 156; -0.42; 0.92; 0.27; 23.75; 73.7; 100426; 1.3; -9.3; 0
12:56:01.479; ; ; ; ; ; ; ; 1.15; 165; -0.29; 1.11; 0.04; 23.57; 74.6; 100426; 1.3; -9.3; 0
12:56:01.679; ; ; ; ; ; ; ; 0.97; 161; -0.32; 0.91; 0.01; 23.48; 75.1; 100426; 1.3; -9.3; 0
12:56:01.880; ; ; ; ; ; ; ; 1.03; 166; -0.25; 1.0; -0.02; 23.37; 75.5; 100426; 1.3; -9.3; 0
12:56:02.080; ; ; ; ; ; ; ; 1.01; 179; -0.02; 1.01; -0.07; 23.55; 74.7; 100427; 1.3; -9.3; 0
12:56:02.280; 100238; 7.346; 29.84; 30.29; 45.510276; 9.21132; 203.9; 1.94; 167; -0.43; 1.86; -0.33; 22.96; 77.6; 100427; 1.3; -9.3; 0
12:56:02.478; ; ; ; ; ; ; ; 2.98; 170; -0.5; 2.85; -0.71; 22.36; 80.4; 100425; 1.3; -9.3; 0
12:56:02.678; ; ; ; ; ; ; ; 2.15; 136; -1.49; 1.55; 0.06; 22.97; 77.5; 100426; 1.3; -9.3; 0
12:56:02.878; ; ; ; ; ; ; ; 2.29; 119; -1.98; 1.08; 0.37; 23.28; 76.0; 100425; 1.3; -9.3; 0
12:56:03.078; ; ; ; ; ; ; ; 2.08; 118; -1.81; 0.94; 0.4; 23.49; 75.3; 100424; 1.3; -9.3; 0
12:56:03.278; 100238; 7.332; 29.79; 30.51; 45.510271; 9.211273; 210.6; 1.87; 115; -1.66; 0.78; 0.37; 23.52; 74.9; 100426; 1.3; -9.3; 0
12:56:03.478; ; ; ; ; ; ; ; 1.72; 108; -1.62; 0.53; 0.24; 23.49; 75.1; 100426; 1.3; -9.3; 0
12:56:03.678; ; ; ; ; ; ; ; 1.3; 111; -1.2; 0.46; 0.21; 23.91; 73.3; 100427; 1.3; -9.3; 0
12:56:03.880; ; ; ; ; ; ; ; 1.09; 116; -0.96; 0.48; 0.17; 23.96; 73.0; 100427; 1.3; -9.3; 0
12:56:04.078; ; ; ; ; ; ; ; 1.33; 122; -1.12; 0.69; 0.19; 23.59; 74.8; 100427; 1.3; -9.3; 0
12:56:04.278; 100238; 7.328; 29.77; 30.82; 45.510273; 9.211318; 215.7; 1.36; 116; -1.2; 0.57; 0.28; 23.34; 75.7; 100427; 1.3; -9.3; 0
12:56:04.478; ; ; ; ; ; ; ; 1.58; 143; -0.96; 1.25; -0.05; 22.59; 79.3; 100426; 1.3; -9.3; 0
12:56:04.678; ; ; ; ; ; ; ; 2.0; 165; -0.51; 1.89; -0.43; 22.53; 79.4; 100426; 1.3; -9.3; 0
12:56:04.878; ; ; ; ; ; ; ; 2.9; 92; -2.74; 0.08; 0.95; 23.46; 75.1; 100425; 1.3; -9.3; 0
12:56:05.078; ; ; ; ; ; ; ; 2.19; 127; -1.73; 1.32; 0.21; 23.49; 75.2; 100426; 1.3; -9.3; 0
12:56:05.277; 100236; 7.332; 29.67; 30.91; 45.510261; 9.211246; 219.6; 1.51; 126; -1.21; 0.89; 0.07; 23.28; 75.9; 100425; 1.2; -9.3; 0
12:56:05.477; ; ; ; ; ; ; ; 1.89; 114; -1.7; 0.74; 0.36; 23.26; 76.1; 100426; 1.3; -9.3; 0
12:56:05.678; ; ; ; ; ; ; ; 2.05; 103; -1.95; 0.47; 0.42; 23.13; 76.6; 100425; 1.3; -9.3; 0
12:56:05.880; ; ; ; ; ; ; ; 1.45; 118; -1.27; 0.68; 0.21; 23.05; 77.0; 100427; 1.3; -9.3; 0
12:56:06.078; ; ; ; ; ; ; ; 2.09; 106; -1.98; 0.55; 0.42; 22.97; 77.5; 100426; 1.3; -9.3; 0
12:56:06.278; 100238; 7.324; 29.57; 31.05; 45.51027; 9.211291; 214.9; 2.16; 113; -1.94; 0.84; 0.42; 22.97; 77.6; 100426; 1.3; -9.3; 0
12:56:06.477; ; ; ; ; ; ; ; 2.33; 109; -2.14; 0.75; 0.51; 22.92; 77.7; 100425; 1.3; -9.3; 0
12:56:06.677; ; ; ; ; ; ; ; 2.05; 111; -1.89; 0.71; 0.31; 22.94; 77.6; 100425; 1.3; -9.3; 0
12:56:06.877; ; ; ; ; ; ; ; 1.77; 115; -1.57; 0.72; 0.4; 23.05; 77.0; 100425; 1.3; -9.3; 0
12:56:07.077; ; ; ; ; ; ; ; 1.17; 115; -1.07; 0.49; 0.05; 23.76; 73.7; 100426; 1.3; -9.3; 0
12:56:07.277; 100238; 7.307; 29.52; 31.2; 45.510291; 9.21125; 207.5; 1.45; 98; -1.43; 0.19; 0.19; 24.03; 72.7; 100425; 1.3; -9.3; 0
12:56:07.477; ; ; ; ; ; ; ; 1.39; 101; -1.34; 0.26; 0.3; 23.98; 72.8; 100427; 1.3; -9.3; 0
12:56:07.676; ; ; ; ; ; ; ; 2.15; 108; -1.97; 0.65; 0.56; 23.14; 76.8; 100426; 1.3; -9.3; 0
12:56:07.879; ; ; ; ; ; ; ; 2.62; 105; -2.44; 0.67; 0.7; 22.89; 77.8; 100425; 1.3; -9.3; 0
12:56:08.077; ; ; ; ; ; ; ; 2.71; 101; -2.55; 0.49; 0.78; 22.89; 77.8; 100426; 1.3; -9.3; 0
12:56:08.277; 100237; 7.336; 29.43; 31.31; 45.510281; 9.21134; 201.7; 2.7; 108; -2.5; 0.8; 0.64; 22.56; 79.4; 100425; 1.3; -9.3; 0
12:56:08.476; ; ; ; ; ; ; ; 2.74; 105; -2.59; 0.72; 0.53; 22.99; 77.3; 100427; 1.3; -9.3; 0
12:56:08.676; ; ; ; ; ; ; ; 2.88; 99; -2.78; 0.45; 0.6; 22.95; 77.5; 100426; 1.3; -9.3; 0
12:56:08.876; ; ; ; ; ; ; ; 1.81; 107; -1.69; 0.52; 0.39; 23.69; 74.1; 100428; 1.3; -9.3; 0
12:56:09.076; ; ; ; ; ; ; ; 1.68; 115; -1.48; 0.7; 0.41; 23.9; 73.2; 100427; 1.3; -9.3; 0
12:56:09.276; 100236; 7.264; 29.39; 31.42; 45.510278; 9.211356; 196.9; 1.96; 115; -1.72; 0.81; 0.47; 23.08; 76.9; 100427; 1.3; -9.3; 0
12:56:09.476; ; ; ; ; ; ; ; 2.26; 116; -1.99; 0.98; 0.46; 22.46; 79.7; 100425; 1.2; -9.3; 0
12:56:09.676; ; ; ; ; ; ; ; 2.19; 116; -1.91; 0.95; 0.51; 22.62; 78.8; 100426; 1.3; -9.3; 0
12:56:09.877; ; ; ; ; ; ; ; 2.29; 109; -2.09; 0.72; 0.6; 22.63; 78.9; 100426; 1.3; -9.3; 0
12:56:10.075; ; ; ; ; ; ; ; 2.08; 106; -1.94; 0.56; 0.53; 22.93; 77.4; 100427; 1.3; -9.3; 0
12:56:10.285; 100237; 7.295; 29.3; 31.6; 45.510281; 9.211453; 192.6; 2.23; 109; -2.08; 0.71; 0.42; 22.9; 77.7; 100426; 1.3; -9.3; 0
12:56:10.485; ; ; ; ; ; ; ; 2.11; 109; -1.95; 0.67; 0.43; 22.91; 77.6; 100424; 1.3; -9.3; 0
12:56:10.685; ; ; ; ; ; ; ; 2.38; 105; -2.21; 0.59; 0.67; 22.73; 78.4; 100427; 1.3; -9.3; 0
12:56:10.885; ; ; ; ; ; ; ; 2.34; 109; -2.16; 0.73; 0.53; 22.45; 79.6; 100426; 1.3; -9.3; 0
12:56:11.085; ; ; ; ; ; ; ; 2.34; 111; -2.13; 0.82; 0.51; 22.37; 80.1; 100427; 1.3; -9.3; 0
12:56:11.285; 100238; 7.312; 29.21; 31.69; 45.51027; 9.21151; 197.2; 2.16; 111; -1.96; 0.74; 0.54; 22.6; 78.8; 100427; 1.3; -9.3; 0
12:56:11.485; ; ; ; ; ; ; ; 2.06; 114; -1.85; 0.84; 0.37; 22.68; 78.7; 100426; 1.3; -9.3; 0
12:56:11.685; ; ; ; ; ; ; ; 1.99; 115; -1.78; 0.83; 0.34; 22.66; 78.5; 100426; 1.3; -9.3; 0
12:56:11.886; ; ; ; ; ; ; ; 1.87; 111; -1.69; 0.65; 0.46; 22.6; 78.9; 100427; 1.3; -9.3; 0
12:56:12.085; ; ; ; ; ; ; ; 1.92; 124; -1.59; 1.07; 0.18; 22.32; 80.4; 100426; 1.3; -9.3; 0
12:56:12.285; 100238; 7.321; 29.14; 31.84; 45.510268; 9.211566; 199.2; 2.01; 120; -1.74; 0.99; 0.14; 22.26; 80.6; 100425; 1.3; -9.3; 0
12:56:12.485; ; ; ; ; ; ; ; 2.02; 134; -1.45; 1.41; -0.01; 22.23; 80.7; 100426; 1.3; -9.3; 0
12:56:12.684; ; ; ; ; ; ; ; 2.12; 118; -1.86; 0.97; 0.27; 22.43; 79.8; 100426; 1.3; -9.3; 0
12:56:12.884; ; ; ; ; ; ; ; 2.03; 118; -1.77; 0.93; 0.34; 22.61; 78.7; 100426; 1.3; -9.3; 0
12:56:13.084; ; ; ; ; ; ; ; 1.99; 124; -1.64; 1.12; 0.1; 22.37; 79.9; 100427; 1.3; -9.3; 0
12:56:13.284; 100237; 7.341; 29.04; 31.85; 45.510281; 9.211486; 205.1; 1.99; 125; -1.63; 1.14; 0.14; 22.37; 80.0; 100427; 1.3; -9.3; 0
12:56:13.484; ; ; ; ; ; ; ; 1.99; 130; -1.52; 1.29; -0.02; 22.34; 80.2; 100428; 1.3; -9.3; 0
12:56:13.684; ; ; ; ; ; ; ; 1.99; 164; -0.52; 1.88; -0.41; 22.3; 80.5; 100428; 1.3; -9.3; 0
12:56:13.886; ; ; ; ; ; ; ; 1.69; 152; -0.79; 1.49; -0.18; 22.29; 80.5; 100428; 1.3; -9.3; 0
12:56:14.084; ; ; ; ; ; ; ; 2.05; 156; -0.83; 1.84; -0.37; 22.4; 79.9; 100427; 1.3; -9.3; 0
12:56:14.284; 100238; 7.319; 28.95; 31.96; 45.510293; 9.211431; 212.0; 1.55; 134; -1.12; 1.08; -0.01; 22.71; 78.4; 100426; 1.3; -9.3; 0
12:56:14.484; ; ; ; ; ; ; ; 1.49; 117; -1.31; 0.67; 0.23; 23.28; 75.6; 100427; 1.3; -9.3; 0
12:56:14.684; ; ; ; ; ; ; ; 1.33; 119; -1.15; 0.64; 0.19; 23.28; 75.6; 100428; 1.3; -9.3; 0
12:56:14.884; ; ; ; ; ; ; ; 1.31; 117; -1.17; 0.58; 0.11; 23.23; 75.9; 100427; 1.3; -9.3; 0
12:56:15.083; ; ; ; ; ; ; ; 1.14; 126; -0.92; 0.67; -0.02; 23.38; 75.2; 100427; 1.3; -9.3; 0
12:56:15.283; 100238; 7.252; 28.98; 32.06; 45.510291; 9.211403; 227.2; 1.2; 122; -1.02; 0.63; 0.02; 23.54; 74.4; 100427; 1.3; -9.3; 0
12:56:15.483; ; ; ; ; ; ; ; 1.25; 108; -1.17; 0.37; 0.26; 23.62; 74.2; 100426; 1.3; -9.3; 0
12:56:15.683; ; ; ; ; ; ; ; 1.13; 90; -1.12; 0.0; 0.09; 23.78; 73.5; 100428; 1.3; -9.3; 0
12:56:15.885; ; ; ; ; ; ; ; 0.86; 98; -0.84; 0.12; 0.08; 23.81; 73.3; 100427; 1.3; -9.3; 0
12:56:16.083; ; ; ; ; ; ; ; 1.2; 121; -1.03; 0.61; 0.12; 23.51; 74.7; 100427; 1.3; -9.3; 0
12:56:16.283; 100238; 7.329; 29.01; 32.25; 45.510283; 9.211376; 231.6; 1.13; 97; -1.12; 0.14; 0.07; 23.93; 73.0; 100427; 1.3; -9.3; 0
12:56:16.483; ; ; ; ; ; ; ; 1.13; 103; -1.07; 0.25; 0.25; 23.91; 73.0; 100426; 1.3; -9.3; 0
12:56:16.683; ; ; ; ; ; ; ; 1.27; 113; -1.15; 0.48; 0.24; 23.7; 73.9; 100426; 1.2; -9.3; 0
12:56:16.883; ; ; ; ; ; ; ; 1.37; 118; -1.21; 0.63; 0.18; 23.69; 74.1; 100427; 1.3; -9.3; 0
12:56:17.083; ; ; ; ; ; ; ; 1.29; 113; -1.18; 0.5; 0.19; 23.9; 73.2; 100427; 1.3; -9.3; 0
12:56:17.283; 100239; 7.301; 29.07; 32.35; 45.510293; 9.211316; 227.0; 1.33; 118; -1.14; 0.61; 0.33; 23.9; 73.1; 100427; 1.3; -9.3; 0
12:56:17.482; ; ; ; ; ; ; ; 0.86; 102; -0.82; 0.17; 0.19; 24.3; 71.4; 100426; 1.3; -9.3; 0
12:56:17.683; ; ; ; ; ; ; ; 0.97; 97; -0.96; 0.12; 0.09; 24.26; 71.5; 100427; 1.3; -9.3; 0
12:56:17.884; ; ; ; ; ; ; ; 1.16; 108; -1.08; 0.35; 0.24; 23.91; 73.2; 100427; 1.3; -9.3; 0
12:56:18.082; ; ; ; ; ; ; ; 1.17; 116; -1.05; 0.51; 0.12; 23.62; 74.5; 100427; 1.3; -9.3; 0
